Signal,label
-587.3082043953988,1
-584.559044517004,1
-581.8106073284102,1
-579.0533712235023,1
-576.3102930131361,1
-573.5613255887654,1
-570.8111720338648,1
-568.0712328293968,1
-565.3309880203194,1
-562.5873714142866,1
-559.8620230266756,1
-557.1185745692209,1
-554.3932007381159,1
-551.6563970896074,1
-548.9294548309301,1
-546.2014551269135,1
-543.4702864361392,1
-540.74957768187,1
-538.0295683891536,1
-535.3133096850939,1
-532.5886734670694,1
-529.8824505394855,1
-527.1724910451725,1
-524.4506461630987,1
-521.7394081406534,1
-519.0377931879498,1
-516.3326728210748,1
-513.6288071859547,1
-510.93078118336524,1
-508.22813619455843,1
-505.53455411738196,1
-502.83814386811395,1
-500.14798960340306,1
-497.4590832396619,1
-494.77043005378783,1
-492.07671136316907,1
-489.40026445907085,1
-486.7169929507435,1
-484.0378861154298,1
-481.36329988725566,1
-478.6777125724047,1
-476.0093276849744,1
-473.34176866642645,1
-470.67178767624284,1
-468.00045706747403,1
-465.3405495137855,1
-462.67740357810123,1
-460.0179107081525,1
-457.36487499879644,1
-454.6978143214596,1
-452.0487031460081,1
-449.39771017783704,1
-446.74984612958815,1
-444.10351010253146,1
-441.46430639825405,1
-438.8188541656938,1
-436.1815341599278,1
-433.538916876649,1
-430.90947031171754,1
-428.27163786255454,1
-425.64158513207184,1
-423.01498333424166,1
-420.38863570623846,1
-417.7707456135473,1
-415.14984205517544,1
-412.52896316524186,1
-409.90927300173666,1
-407.29910466854733,1
-404.69084607341307,1
-402.0803582847815,1
-399.4671914312885,1
-396.8657952309615,1
-394.27121845412273,1
-391.66824075959454,1
-389.0876756812552,1
-386.4778840918681,1
-383.8835019821092,1
-381.30099839601854,1
-378.71486567978116,1
-376.1325252854144,1
-373.5477301798441,1
-370.96610930782407,1
-368.40052831548945,1
-365.8327242820651,1
-363.2577751447058,1
-360.6942911949816,1
-358.11884969807033,1
-355.5615596431535,1
-352.99841593010825,1
-350.44521645639156,1
-347.89012379985405,1
-345.3391018238467,1
-342.7905569628624,1
-340.2388945229755,1
-337.6962044931496,1
-335.1607530867143,1
-332.62108149275474,1
-330.07813552572736,1
-327.55291487161907,1
-325.02143738999683,1
-322.49995276979007,1
-319.9719564105391,1
-317.4488958100989,1
-314.9296847270117,1
-312.42262543135934,1
-309.90354926521707,1
-307.39923154669424,1
-304.88757829411827,1
-302.3925043481541,1
-299.88861305423615,1
-297.3890518887225,1
-294.89054335820964,1
-292.3991860596276,1
-289.9098611962623,1
-287.43130944710714,1
-284.94674861566955,1
-282.46881664353833,1
-279.9890353139647,1
-277.51957924998595,1
-275.0506982718888,1
-272.58096853655104,1
-270.12188886019527,1
-267.6563609287794,1
-265.19913801059516,1
-262.7493067154984,1
-260.2968683046501,1
-257.85331893327486,1
-255.41205497429377,1
-252.97135083149203,1
-250.52763075328107,1
-248.10282218858873,1
-245.6716674229675,1
-243.2366104556352,1
-240.81583153671843,1
-238.3974952130487,1
-235.993924372575,1
-233.56407195218662,1
-231.1712081597967,1
-228.76594977382422,1
-226.3565536350544,1
-223.96114913921622,1
-221.56968020597552,1
-219.17872654199215,1
-216.79326053818014,1
-214.4145286651819,1
-212.0289721845038,1
-209.64749522124148,1
-207.2803238978296,1
-204.91433278031025,1
-202.55397653143038,1
-200.18966219745568,1
-197.8300114415554,1
-195.48155073940111,1
-193.1282984926846,1
-190.79147548612357,1
-188.4490544724025,1
-186.122789662093,1
-183.77948331429246,1
-181.4564802005196,1
-179.1283984787986,1
-176.82117754474098,1
-174.4981173473545,1
-172.18995945289726,1
-169.89011560523187,1
-167.58131948702226,1
-165.29191267123656,1
-163.00017934978956,1
-160.70910721826365,1
-158.42937410330768,1
-156.15064429048888,1
-153.86954427353135,1
-151.61001437574112,1
-149.34380162614252,1
-147.0784496014134,1
-144.83221111635436,1
-142.5806261539639,1
-140.3305295428434,1
-138.0995350243119,1
